Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Rostership %,Probable Pitcher,lineup_id,strategy
119424-185300,SS,Zach,Zach Neto,Neto,11.93465371,101,3400,LAD@LAA,LAA,LAD,,,,,,6,ceiling
119424-82440,OF,Shohei,Shohei Ohtani,Ohtani,15.75678007,118,4900,LAD@LAA,LAD,LAA,,,,,Yes,6,ceiling
119424-231559,OF,Jakob,Jakob Marsee,Marsee,13.84999975,12,3100,MIA@CLE,MIA,CLE,,,,,,6,ceiling
119424-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,13.33818137,55,4000,ATL@NYM,ATL,NYM,IL,Calf,,,,6,ceiling
119424-146687,P,Hunter,Hunter Brown,Brown,38.47826087,23,10300,BOS@HOU,HOU,BOS,,,,,Yes,7,value
119424-85279,C,Miguel,Miguel Amaya,Amaya,10.67777733,27,2600,CHC@TOR,CHC,TOR,,,,,,7,value
119424-222798,OF/1B,C.J.,C.J. Kayfus,Kayfus,8.722222222,9,2300,MIA@CLE,CLE,MIA,,,,,,7,value
119424-163668,OF/2B/3B,Richie,Richie Palacios,Palacios,21.20000076,1,2300,TB@ATH,TB,ATH,IL,Knee,,,,7,value
119424-82574,3B,Isaac,Isaac Paredes,Paredes,10.65106396,94,3000,BOS@HOU,HOU,BOS,IL,Hamstring,,,,7,value
119424-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,,7,value
119424-231559,OF,Jakob,Jakob Marsee,Marsee,13.84999975,12,3100,MIA@CLE,MIA,CLE,,,,,,7,value
119424-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,7,value
119424-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,11.42857143,42,3100,MIN@NYY,NYY,MIN,,,,,,7,value
119424-82607,P,Trevor,Trevor Rogers,Rogers,38.1,10,10600,SEA@BAL,BAL,SEA,,,,,Yes,8,value
119424-85279,C,Miguel,Miguel Amaya,Amaya,10.67777733,27,2600,CHC@TOR,CHC,TOR,,,,,,8,value
119424-222798,OF/1B,C.J.,C.J. Kayfus,Kayfus,8.722222222,9,2300,MIA@CLE,CLE,MIA,,,,,,8,value
119424-163668,OF/2B/3B,Richie,Richie Palacios,Palacios,21.20000076,1,2300,TB@ATH,TB,ATH,IL,Knee,,,,8,value
119424-82574,3B,Isaac,Isaac Paredes,Paredes,10.65106396,94,3000,BOS@HOU,HOU,BOS,IL,Hamstring,,,,8,value
119424-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,,8,value
119424-231559,OF,Jakob,Jakob Marsee,Marsee,13.84999975,12,3100,MIA@CLE,MIA,CLE,,,,,,8,value
119424-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,8,value
119424-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,11.42857143,42,3100,MIN@NYY,NYY,MIN,,,,,,8,value
119424-119430,P,Joe,Joe Ryan,Ryan,35.91304348,23,10000,MIN@NYY,MIN,NYY,,,,,Yes,9,value
119424-85279,C,Miguel,Miguel Amaya,Amaya,10.67777733,27,2600,CHC@TOR,CHC,TOR,,,,,,9,value
119424-222798,OF/1B,C.J.,C.J. Kayfus,Kayfus,8.722222222,9,2300,MIA@CLE,CLE,MIA,,,,,,9,value
119424-163668,OF/2B/3B,Richie,Richie Palacios,Palacios,21.20000076,1,2300,TB@ATH,TB,ATH,IL,Knee,,,,9,value
119424-82574,3B,Isaac,Isaac Paredes,Paredes,10.65106396,94,3000,BOS@HOU,HOU,BOS,IL,Hamstring,,,,9,value
119424-174963,SS,Charles,Charles Leblanc,Leblanc,8.290908813,11,2000,ATL@NYM,ATL,NYM,,,,,,9,value
119424-231559,OF,Jakob,Jakob Marsee,Marsee,13.84999975,12,3100,MIA@CLE,MIA,CLE,,,,,,9,value
119424-102578,OF,Griffin,Griffin Conine,Conine,8.075,20,2000,MIA@CLE,MIA,CLE,IL,Shoulder,,,,9,value
119424-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,11.42857143,42,3100,MIN@NYY,NYY,MIN,,,,,,9,value
119424-146687,P,Hunter,Hunter Brown,Brown,38.47826087,23,10300,BOS@HOU,HOU,BOS,,,,,Yes,10,contrarian
119424-135310,C,Chadwick,Chadwick Tromp,Tromp,4.237500191,8,2000,BOS@HOU,BOS,HOU,,,,,,10,contrarian
119424-172216,3B/1B,David,David Villar,Villar,5.14444436,9,2000,ATL@NYM,NYM,ATL,,,,,,10,contrarian
119424-13343,2B,Dixon,Dixon Machado,Machado,,0,2000,CHC@TOR,CHC,TOR,,,,,,10,contrarian
119424-21172,1B/2B/3B,Brandon,Brandon Drury,Drury,4.805154702,97,2000,LAD@LAA,LAA,LAD,,,,,,10,contrarian
119424-102425,SS,Orelvis,Orelvis Martinez,Martinez,1.5,2,2000,CHC@TOR,TOR,CHC,,,,,,10,contrarian
119424-165519,OF,Petey,Petey Halpin,Halpin,,0,2000,MIA@CLE,CLE,MIA,,,,,,10,contrarian
119424-202433,2B/OF,Jamie,Jamie Westbrook,Westbrook,4.490476336,21,2000,TB@ATH,TB,ATH,,,,,,10,contrarian
119424-165626,OF,Emmanuel,Emmanuel Rodriguez,Rodriguez,0.0,1,2000,MIN@NYY,MIN,NYY,IL,Oblique,,,,10,contrarian
